[ INFO] [2013-10-09 09:06:56]  [play.Logger] -Starting E:\iquant_ext\iquantClient
[ INFO] [2013-10-09 09:20:22]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-10-09 09:20:22]  [play.Logger] -hit 角色-->权限
[DEBUG] [2013-10-09 09:20:22]  [play.Logger] -get请求url：http://localhost:9100/logInfoCt/fetchloglist?begindate=&enddate=&pageNo=4
[DEBUG] [2013-10-09 09:20:22]  [play.Logger] -get响应数据:：{"data":[{"cdate":"2013-07-23","name":"管理员","func":"加入回测","content":"策略加入回测","type":1},{"cdate":"2013-07-23","name":"管理员","func":"加入回测","content":"策略加入回测","type":1},{"cdate":"2013-07-23","name":"管理员","func":"加入回测","content":"策略加入回测","type":1},{"cdate":"2013-07-23","name":"管理员","func":"加入回测","content":"策略加入回测","type":1},{"cdate":"2013-07-23","name":"管理员","func":"上传策略包","content":"上传策略包","type":1},{"cdate":"2013-07-23","name":"管理员","func":"加入回测","content":"策略加入回测","type":1},{"cdate":"2013-07-23","name":"管理员","func":"上传策略包","content":"上传策略包","type":1},{"cdate":"2013-07-23","name":"管理员","func":"上传策略包","content":"上传策略包","type":1},{"cdate":"2013-07-23","name":"管理员","func":"上传策略包","content":"上传策略包","type":1},{"cdate":"2013-07-23","name":"管理员","func":"加入回测","content":"策略加入回测","type":1},{"cdate":"2013-07-19","name":"管理员","func":"修改用户信息","content":"修改用户信息","type":1},{"cdate":"2013-07-17","name":"管理员","func":"加入回测","content":"策略加入回测","type":1},{"cdate":"2013-07-17","name":"管理员","func":"加入回测","content":"策略加入回测","type":1},{"cdate":"2013-07-17","name":"管理员","func":"加入回测","content":"策略加入回测","type":1},{"cdate":"2013-07-17","name":"管理员","func":"加入回测","content":"策略加入回测","type":1},{"cdate":"2013-07-17","name":"管理员","func":"修改角色权限","content":"修改角色权限","type":1},{"cdate":"2013-06-05","name":"管理员","func":"用户状态修改","content":"禁用/开启","type":1},{"cdate":"2013-06-05","name":"管理员","func":"用户状态修改","content":"禁用/开启","type":1},{"cdate":"2013-05-30","name":"管理员","func":"上传策略包","content":"上传策略包","type":1},{"cdate":"2013-05-30","name":"管理员","func":"批量导入用户","content":"批量导入用户","type":1}],"status":0,"rowTotal":1052,"pageSize":20,"pageNo":4}
[ INFO] [2013-10-09 09:20:23]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-10-09 09:20:23]  [play.Logger] -hit 角色-->权限
[DEBUG] [2013-10-09 09:20:23]  [play.Logger] -get请求url：http://localhost:9100/logInfoCt/fetchloglist?begindate=&enddate=&pageNo=1
[DEBUG] [2013-10-09 09:20:23]  [play.Logger] -get响应数据:：{"data":[{"cdate":"2013-09-29","name":"管理员","func":"新建用户","content":"新建一个用户","type":1},{"cdate":"2013-09-29","name":"管理员","func":"新建用户","content":"新建一个用户","type":1},{"cdate":"2013-09-29","name":"管理员","func":"新建用户","content":"新建一个用户","type":1},{"cdate":"2013-09-28","name":"管理员","func":"新建用户","content":"新建一个用户","type":1},{"cdate":"2013-09-28","name":"管理员","func":"新建用户","content":"新建一个用户","type":1},{"cdate":"2013-09-25","name":"管理员","func":"策略下架操作","content":"策略立即下架","type":1},{"cdate":"2013-09-25","name":"管理员","func":"策略下架操作","content":"策略立即下架","type":1},{"cdate":"2013-09-25","name":"管理员","func":"策略下架操作","content":"策略立即下架","type":1},{"cdate":"2013-09-25","name":"管理员","func":"策略下架操作","content":"策略立即下架","type":1},{"cdate":"2013-08-16","name":"管理员","func":"策略上架操作","content":"批量上架策略","type":1},{"cdate":"2013-08-16","name":"管理员","func":"策略上架操作","content":"批量上架策略","type":1},{"cdate":"2013-08-16","name":"管理员","func":"策略上架操作","content":"批量上架策略","type":1},{"cdate":"2013-08-16","name":"管理员","func":"策略上架操作","content":"批量上架策略","type":1},{"cdate":"2013-08-16","name":"管理员","func":"删除策略操作","content":"批量删除策略","type":1},{"cdate":"2013-08-12","name":"管理员","func":"激活操作","content":"给用户授权","type":1},{"cdate":"2013-08-12","name":"管理员","func":"到期用户延期","content":"到期用户延期","type":1},{"cdate":"2013-08-12","name":"管理员","func":"激活操作","content":"给用户授权","type":1},{"cdate":"2013-08-12","name":"管理员","func":"修改角色权限","content":"修改角色权限","type":1},{"cdate":"2013-08-12","name":"管理员","func":"修改角色权限","content":"修改角色权限","type":1},{"cdate":"2013-08-12","name":"管理员","func":"保存角色基本信息","content":"保存角色基本信息","type":1}],"status":0,"rowTotal":1052,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:21:07]  [play.Logger] -get请求url：http://localhost:9100/MessageInfoCt/fetchUserMsgList?uid=1&pageNo=0&orderFlag=0
[DEBUG] [2013-10-09 09:21:07]  [play.Logger] -get响应数据:：{"data":[{"id":54,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"},{"id":56,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"},{"id":52,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"},{"id":39,"msg":"亲爱的用户你好,策略1将于2012-12-17 00:00:00.0下架，请悉知！","msgTime":"2013-07-08","status":1}],"status":0,"rowTotal":4,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:21:11]  [play.Logger] -get请求url：http://localhost:9100/MessageInfoCt/fetchMsgInfoById?msgId=52
[DEBUG] [2013-10-09 09:21:11]  [play.Logger] -get响应数据:：{"data":{"id":52,"uid":1,"status":2,"title":"策略下架通知"},"status":0}
[DEBUG] [2013-10-09 09:21:11]  [play.Logger] -get请求url：http://localhost:9100/MessageInfoCt/updateUserMsg?msgId=52&status=2
[DEBUG] [2013-10-09 09:21:11]  [play.Logger] -get响应数据:：{"data":true,"status":0}
[DEBUG] [2013-10-09 09:21:16]  [play.Logger] -get请求url：http://localhost:9100/MessageInfoCt/fetchMsgInfoById?msgId=56
[DEBUG] [2013-10-09 09:21:16]  [play.Logger] -get响应数据:：{"data":{"id":56,"uid":1,"status":2,"title":"策略下架通知"},"status":0}
[DEBUG] [2013-10-09 09:21:16]  [play.Logger] -get请求url：http://localhost:9100/MessageInfoCt/updateUserMsg?msgId=56&status=2
[DEBUG] [2013-10-09 09:21:16]  [play.Logger] -get响应数据:：{"data":true,"status":0}
[DEBUG] [2013-10-09 09:21:22]  [play.Logger] -get请求url：http://localhost:9100/MessageInfoCt/fetchUserMsgList?uid=1&pageNo=0&orderFlag=1
[DEBUG] [2013-10-09 09:21:22]  [play.Logger] -get响应数据:：{"data":[{"id":39,"msg":"亲爱的用户你好,策略1将于2012-12-17 00:00:00.0下架，请悉知！","msgTime":"2013-07-08","status":1},{"id":52,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"},{"id":56,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"},{"id":54,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"}],"status":0,"rowTotal":4,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:21:23]  [play.Logger] -get请求url：http://localhost:9100/MessageInfoCt/fetchUserMsgList?uid=1&pageNo=0&orderFlag=0
[DEBUG] [2013-10-09 09:21:23]  [play.Logger] -get响应数据:：{"data":[{"id":54,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"},{"id":56,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"},{"id":52,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"},{"id":39,"msg":"亲爱的用户你好,策略1将于2012-12-17 00:00:00.0下架，请悉知！","msgTime":"2013-07-08","status":1}],"status":0,"rowTotal":4,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:21:24]  [play.Logger] -get请求url：http://localhost:9100/MessageInfoCt/fetchUserMsgList?uid=1&pageNo=0&orderFlag=1
[DEBUG] [2013-10-09 09:21:24]  [play.Logger] -get响应数据:：{"data":[{"id":39,"msg":"亲爱的用户你好,策略1将于2012-12-17 00:00:00.0下架，请悉知！","msgTime":"2013-07-08","status":1},{"id":52,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"},{"id":56,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"},{"id":54,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"}],"status":0,"rowTotal":4,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:21:25]  [play.Logger] -get请求url：http://localhost:9100/MessageInfoCt/fetchUserMsgList?uid=1&pageNo=0&orderFlag=0
[DEBUG] [2013-10-09 09:21:25]  [play.Logger] -get响应数据:：{"data":[{"id":54,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"},{"id":56,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"},{"id":52,"msg":"尊敬的用户您好！ 策略4 策略将于2013-01-01 00:00:00.0下架，请知悉。","msgTime":"2013-01-18","status":2,"title":"策略下架通知"},{"id":39,"msg":"亲爱的用户你好,策略1将于2012-12-17 00:00:00.0下架，请悉知！","msgTime":"2013-07-08","status":1}],"status":0,"rowTotal":4,"pageSize":20,"pageNo":1}
[ INFO] [2013-10-09 09:21:38]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-10-09 09:21:38]  [play.Logger] -hit 角色-->权限
[DEBUG] [2013-10-09 09:21:38]  [play.Logger] -get请求url：http://localhost:9100/stockpoolCt/fetchStockPoolList?keyword=&strategyName=&orderType=&pageNo=0&flag=0
[DEBUG] [2013-10-09 09:21:38]  [play.Logger] -get响应数据:：{"data":[{"stockPoolCode":"199","id":"199","poolName":"齐鲁证券山东优势30股票池量化投资组合","source":"齐鲁证券有限公司","annualizedYield":-0.0274,"yearJensenRatio":-0.0979,"starLevel":4.6667,"updateDate":"2010-02-01","stockNum":5,"collectCount":3,"orgId":"104104"},{"stockPoolCode":"203","id":"203","poolName":"浙商证券黑马股票池一","source":"浙商证券股份有限公司","annualizedYield":-0.0235,"yearJensenRatio":-0.0302,"starLevel":4.5,"updateDate":"2009-11-02","stockNum":0,"collectCount":3,"orgId":"104094"},{"stockPoolCode":"216","id":"216","poolName":"中信建投行业股票池","source":"中信建投证券股份有限公司","annualizedYield":-0.0105,"yearJensenRatio":-0.096,"starLevel":3.5,"updateDate":"2012-06-04","stockNum":335,"collectCount":1,"orgId":"107973"},{"stockPoolCode":"217","id":"217","poolName":"中信建投技术选股股票池","source":"中信建投证券股份有限公司","annualizedYield":0.0076,"yearJensenRatio":0.1846,"starLevel":5.0,"updateDate":"2013-04-22","stockNum":66,"collectCount":2,"orgId":"107973"},{"stockPoolCode":"218","id":"218","poolName":"中信建投机构评级买入股票池","source":"中信建投证券股份有限公司","annualizedYield":-0.0057,"yearJensenRatio":0.0316,"starLevel":3.0,"updateDate":"2010-04-27","stockNum":61,"collectCount":1,"orgId":"107973"},{"stockPoolCode":"219","id":"219","poolName":"中信建投资金流向股票池","source":"中信建投证券股份有限公司","annualizedYield":0.013,"yearJensenRatio":0.0363,"starLevel":4.0,"updateDate":"2010-07-26","stockNum":12,"collectCount":1,"orgId":"107973"},{"stockPoolCode":"220","id":"220","poolName":"德邦证券金马股票池","source":"德邦证券有限责任公司","annualizedYield":0.0039,"yearJensenRatio":0.0347,"starLevel":5.0,"updateDate":"2010-01-11","stockNum":25,"collectCount":1,"orgId":"10133"},{"stockPoolCode":"221","id":"221","poolName":"德邦证券金鹰股票池","source":"德邦证券有限责任公司","annualizedYield":0.0065,"yearJensenRatio":0.0332,"starLevel":0.0,"updateDate":"2010-01-11","stockNum":25,"collectCount":1,"orgId":"10133"},{"stockPoolCode":"222","id":"222","poolName":"东方证券次新股推荐股票组合","source":"东方证券股份有限公司","annualizedYield":0.0252,"yearJensenRatio":0.84,"starLevel":5.0,"updateDate":"2013-01-07","stockNum":109,"collectCount":1,"orgId":"106071"},{"stockPoolCode":"259","id":"259","poolName":"齐鲁证券山东板块潜力股票池","source":"齐鲁证券有限公司","annualizedYield":0.0,"yearJensenRatio":0.0,"starLevel":0.0,"updateDate":"2010-01-04","stockNum":0,"collectCount":1,"orgId":"104104"},{"stockPoolCode":"260","id":"260","poolName":"东方证券定向增发预案股票池","source":"东方证券股份有限公司","annualizedYield":0.0755,"yearJensenRatio":0.0781,"starLevel":1.0,"updateDate":"2013-05-29","stockNum":21,"collectCount":1,"orgId":"106071"},{"stockPoolCode":"261","id":"261","poolName":"中信建投强势突破股票池","source":"中信建投证券股份有限公司","annualizedYield":-2.0E-4,"yearJensenRatio":0.0476,"starLevel":0.0,"updateDate":"2009-12-15","stockNum":4,"collectCount":1,"orgId":"107973"},{"stockPoolCode":"281","id":"281","poolName":"东兴证券优选股票池","source":"东兴证券股份有限公司","annualizedYield":-0.0213,"yearJensenRatio":0.1164,"starLevel":0.0,"updateDate":"2013-05-03","stockNum":60,"collectCount":1,"orgId":"106069"},{"stockPoolCode":"282","id":"282","poolName":"西藏证券天常撑杆跳激进型组合","source":"西藏证券经纪有限责任公司","annualizedYield":-0.0274,"yearJensenRatio":0.0483,"starLevel":0.0,"updateDate":"2009-12-03","stockNum":4,"collectCount":1,"orgId":"104459"},{"stockPoolCode":"283","id":"283","poolName":"东兴证券核心股票池","source":"东兴证券股份有限公司","annualizedYield":-0.0205,"yearJensenRatio":0.1292,"starLevel":5.0,"updateDate":"2013-05-03","stockNum":30,"collectCount":2,"orgId":"106069"},{"stockPoolCode":"285","id":"285","poolName":"西藏证券天常跳高积极型组合","source":"西藏证券经纪有限责任公司","annualizedYield":0.0041,"yearJensenRatio":0.0502,"starLevel":0.0,"updateDate":"2009-07-23","stockNum":7,"collectCount":1,"orgId":"104459"},{"stockPoolCode":"287","id":"287","poolName":"西藏证券天常跳远成长型组合","source":"西藏证券经纪有限责任公司","annualizedYield":0.0089,"yearJensenRatio":0.0501,"starLevel":0.0,"updateDate":"2010-01-12","stockNum":30,"collectCount":1,"orgId":"104459"},{"stockPoolCode":"318","id":"318","poolName":"英大证券研究动态股票池","source":"英大证券有限责任公司","annualizedYield":-0.0057,"yearJensenRatio":0.0642,"starLevel":0.0,"updateDate":"2010-04-06","stockNum":48,"collectCount":1,"orgId":"104275"},{"stockPoolCode":"319","id":"319","poolName":"广州证券60股票池","source":"广州证券有限责任公司","annualizedYield":-0.0403,"yearJensenRatio":0.0865,"starLevel":0.0,"updateDate":"2012-02-29","stockNum":95,"collectCount":1,"orgId":"104472"},{"stockPoolCode":"355","id":"355","poolName":"安信证券超赢股票池","source":"安信证券股份有限公司","annualizedYield":-0.0294,"yearJensenRatio":0.0811,"starLevel":5.0,"updateDate":"2011-03-28","stockNum":20,"collectCount":0,"orgId":"106035"}],"status":0,"rowTotal":512,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:21:38]  [play.Logger] -get请求url：http://localhost:9100/userTemplateCt/fetchUserTemplate?uid=1&type=2
[DEBUG] [2013-10-09 09:21:38]  [play.Logger] -get响应数据:：{"data":[{"id":33,"name":"aaa","type":2,"content":"{\"recommendOrgs\":[\"1093\",\"10100899\",\"106035\",\"10100875\",\"106034\",\"1090\",\"1095\",\"10134\",\"106033\",\"101434\",\"10515\",\"10104940\",\"10126\",\"103963\",\"10133||108054\",\"10244\",\"106072\",\"102333\",\"106071\",\"106070\",\"106068\",\"107633\",\"10884\",\"10100905\",\"10100907\",\"104161\",\"10105072\",\"10100761\",\"106066||106067\",\"10100821||10100869\",\"10100670||104059\",\"101506\",\"104472\",\"106065\",\"108486\",\"105738\",\"104493\",\"10129\",\"104516\",\"106031\",\"10100704||104988\",\"10416\",\"10161\",\"106030\",\"10100841\",\"10100806\",\"104272\",\"10100677||102306\",\"10105074\",\"10100788\",\"104302\",\"1084\",\"1083\",\"104011\",\"10100694\",\"10158\",\"104297\",\"10100847\",\"106036\",\"104180\",\"103952\",\"104340\",\"10100981\",\"10100687\",\"10100828\",\"104517\",\"104531\",\"10100799||102189\",\"1097\",\"104175\",\"101070\",\"10100891\",\"10170||104271\",\"104171\",\"104169\",\"104179\",\"10105238\",\"10397\",\"104042\",\"104149\",\"104104\",\"10202\",\"106037\",\"10100825||10100876||104103\",\"104102\",\"103137\",\"104101\",\"10101837\",\"10100676\",\"10100673\",\"104534\",\"10105079\",\"10884\",\"10102417||104384\",\"104274\",\"10119\",\"107618\",\"104459\",\"105188\",\"104236\",\"104098\",\"10157\",\"10100688\",\"104097\",\"105045\",\"102685\",\"104096||107726\",\"104275\",\"10105078\",\"10100826\",\"10100892\",\"10100838||10512\",\"104123\",\"10974\",\"104094\",\"10100698\",\"104273\",\"104647\",\"104653\",\"107689\",\"1087\",\"104776\",\"104230\",\"1098\",\"104229\",\"1082\"],\"reportUpdatePeriod\":-999,\"starDown\":0,\"starUp\":5}","uid":1},{"id":34,"name":"bbb","type":2,"content":"{\"recommendOrgs\":[],\"reportUpdatePeriod\":2,\"starDown\":1,\"starUp\":5,\"yearYieldDown\":1.0,\"yearYieldUp\":20.0,\"sharpRateDown\":2.0,\"sharpRateUp\":20.0}","uid":1},{"id":37,"name":"000000000000","type":2,"content":"{\"recommendOrgs\":[\"10105079\",\"10884\",\"10102417||104384\",\"104274\",\"10119\",\"107618\",\"104459\",\"105188\",\"104236\",\"104098\",\"10157\",\"10100688\",\"104097\",\"105045\"],\"reportUpdatePeriod\":-999,\"starDown\":2,\"starUp\":5}","uid":1},{"id":38,"name":"新搜索条件2","type":2,"content":"{\"recommendOrgs\":[\"104517\",\"104531\",\"10100799||102189\",\"1097\",\"104175\",\"101070\",\"10100891\",\"10170||104271\",\"104171\",\"104169\",\"104179\",\"10105238\"],\"reportUpdatePeriod\":2,\"starDown\":2,\"starUp\":5}","uid":1}],"status":0}
[DEBUG] [2013-10-09 09:21:38]  [play.Logger] -get请求url：http://localhost:9100/userstockpoolManageCt/fetchCollectIdList?ids=199,203,216,217,218,219,220,221,222,259,260,261,281,282,283,285,287,318,319,355&uid=1
[DEBUG] [2013-10-09 09:21:38]  [play.Logger] -get响应数据:：{"data":[203,199],"status":0}
[DEBUG] [2013-10-09 09:21:38]  [play.Logger] -get请求url：http://localhost:9100/userstockpoolManageCt/fetchCommentList?uid=1
[DEBUG] [2013-10-09 09:21:38]  [play.Logger] -get响应数据:：{"data":[594,203,199],"status":0}
[ INFO] [2013-10-09 09:21:52]  [play.Logger] -hit 用户-->角色
[ INFO] [2013-10-09 09:21:52]  [play.Logger] -hit 角色-->权限
[DEBUG] [2013-10-09 09:21:52]  [play.Logger] -get请求url：http://localhost:9100/stockpoolCt/fetchStockPoolList?keyword=&strategyName=I05&orderType=&pageNo=0&flag=0
[DEBUG] [2013-10-09 09:21:52]  [play.Logger] -get响应数据:：{"data":[{"stockPoolCode":"199","id":"199","poolName":"齐鲁证券山东优势30股票池量化投资组合","source":"齐鲁证券有限公司","annualizedYield":-0.0274,"yearJensenRatio":-0.0979,"starLevel":4.6667,"updateDate":"2010-02-01","stockNum":5,"collectCount":3,"orgId":"104104"},{"stockPoolCode":"217","id":"217","poolName":"中信建投技术选股股票池","source":"中信建投证券股份有限公司","annualizedYield":0.0076,"yearJensenRatio":0.1846,"starLevel":5.0,"updateDate":"2013-04-22","stockNum":66,"collectCount":2,"orgId":"107973"},{"stockPoolCode":"518","id":"518","poolName":"上海证券一周技术策略组合","source":"上海证券有限责任公司","annualizedYield":-0.1844,"yearJensenRatio":0.0715,"starLevel":0.0,"updateDate":"2012-09-24","stockNum":193,"collectCount":0,"orgId":"104101"},{"stockPoolCode":"552","id":"552","poolName":"平安证券2月量化选股组合","source":"平安证券有限责任公司","annualizedYield":0.0304,"yearJensenRatio":0.0749,"starLevel":0.0,"updateDate":"2012-02-03","stockNum":20,"collectCount":0,"orgId":"104149"},{"stockPoolCode":"575","id":"575","poolName":"湘财证券资金流向股票组合","source":"湘财证券有限责任公司","annualizedYield":-0.0402,"yearJensenRatio":0.0663,"starLevel":0.0,"updateDate":"2011-11-14","stockNum":48,"collectCount":1,"orgId":"104098"},{"stockPoolCode":"583","id":"583","poolName":"海通证券月度模型成长股","source":"海通证券股份有限公司","annualizedYield":-0.1078,"yearJensenRatio":0.0742,"starLevel":0.0,"updateDate":"2011-09-13","stockNum":26,"collectCount":0,"orgId":"10416"},{"stockPoolCode":"584","id":"584","poolName":"湘财证券量化指标组合","source":"湘财证券有限责任公司","annualizedYield":-0.0331,"yearJensenRatio":0.053,"starLevel":0.0,"updateDate":"2011-08-30","stockNum":59,"collectCount":0,"orgId":"104098"},{"stockPoolCode":"586","id":"586","poolName":"海通证券持续增长型量化股票组合","source":"海通证券股份有限公司","annualizedYield":-0.0177,"yearJensenRatio":0.1191,"starLevel":0.0,"updateDate":"2012-07-09","stockNum":7,"collectCount":0,"orgId":"10416"},{"stockPoolCode":"588","id":"588","poolName":"安信证券4月度多因子量化选股","source":"安信证券股份有限公司","annualizedYield":-0.0853,"yearJensenRatio":0.0597,"starLevel":0.0,"updateDate":"2012-04-27","stockNum":358,"collectCount":1,"orgId":"106035"},{"stockPoolCode":"589","id":"589","poolName":"万联证券资金流优选股票组合","source":"万联证券有限责任公司","annualizedYield":-0.0498,"yearJensenRatio":0.0585,"starLevel":5.0,"updateDate":"2011-12-08","stockNum":82,"collectCount":1,"orgId":"10119"},{"stockPoolCode":"591","id":"591","poolName":"海通证券困境反转型量化股票组合","source":"海通证券股份有限公司","annualizedYield":-0.1812,"yearJensenRatio":0.1155,"starLevel":0.0,"updateDate":"2012-07-09","stockNum":2,"collectCount":0,"orgId":"10416"},{"stockPoolCode":"593","id":"593","poolName":"东吴证券数量化选股","source":"东吴证券股份有限公司","annualizedYield":0.026,"yearJensenRatio":0.1247,"starLevel":0.0,"updateDate":"2012-07-11","stockNum":20,"collectCount":0,"orgId":"107633"},{"stockPoolCode":"594","id":"594","poolName":"财富证券量化组合","source":"财富证券有限责任公司","annualizedYield":-0.0651,"yearJensenRatio":0.073,"starLevel":5.0,"updateDate":"2011-09-02","stockNum":6,"collectCount":0,"orgId":"1095"},{"stockPoolCode":"595","id":"595","poolName":"安信证券金工小盘反转策略选股月度组合","source":"安信证券股份有限公司","annualizedYield":0.1912,"yearJensenRatio":0.0774,"starLevel":0.0,"updateDate":"2013-08-30","stockNum":78,"collectCount":1,"orgId":"106035"},{"stockPoolCode":"602","id":"602","poolName":"财富证券先行组合","source":"财富证券有限责任公司","annualizedYield":-0.014,"yearJensenRatio":0.0768,"starLevel":0.0,"updateDate":"2011-09-02","stockNum":13,"collectCount":0,"orgId":"1095"},{"stockPoolCode":"612","id":"612","poolName":"海通证券成长策略量化选股","source":"海通证券股份有限公司","annualizedYield":-0.105,"yearJensenRatio":0.0841,"starLevel":0.0,"updateDate":"2011-11-01","stockNum":32,"collectCount":0,"orgId":"10416"},{"stockPoolCode":"614","id":"614","poolName":"浙商证券异动股策略组合","source":"浙商证券股份有限公司","annualizedYield":-0.0506,"yearJensenRatio":0.0846,"starLevel":0.0,"updateDate":"2012-06-18","stockNum":319,"collectCount":0,"orgId":"104094"},{"stockPoolCode":"617","id":"617","poolName":"华泰联合快鱼策略M50成分股组合","source":"华泰联合证券有限责任公司","annualizedYield":-0.0876,"yearJensenRatio":0.0928,"starLevel":0.0,"updateDate":"2011-11-01","stockNum":50,"collectCount":1,"orgId":"104180"},{"stockPoolCode":"650","id":"650","poolName":"宏源证券般若二期组合","source":"宏源证券股份有限公司","annualizedYield":-0.1384,"yearJensenRatio":0.1289,"starLevel":0.0,"updateDate":"2012-06-26","stockNum":2,"collectCount":0,"orgId":"102306"},{"stockPoolCode":"651","id":"651","poolName":"湘财证券Alpha动量股票组合","source":"湘财证券有限责任公司","annualizedYield":0.0924,"yearJensenRatio":0.1164,"starLevel":5.0,"updateDate":"2012-07-02","stockNum":31,"collectCount":0,"orgId":"104098"}],"status":0,"rowTotal":35,"pageSize":20,"pageNo":1}
[DEBUG] [2013-10-09 09:21:52]  [play.Logger] -get请求url：http://localhost:9100/userTemplateCt/fetchUserTemplate?uid=1&type=2
